file_path,label,audio_length
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2a89ad5c_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/824e8ce5_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/37a3cd33_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/77655bdf_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/270bfa52_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/31270cb2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/87728a88_nohash_0.wav',2,14861
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d5356b9a_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/64da5281_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/8625475c_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9b402bc2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/129c7d8d_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c2bc4489_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e2362167_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c6a23ff5_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/eefd26f3_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6cc28ce5_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4f781a59_nohash_1.wav',1,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f4f59743_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e99d36c8_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/bdb90d38_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e48a80ed_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cd85758f_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/686d030b_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/92b2bf59_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/31d31fa0_nohash_0.wav',2,12971
'/Users/local/Desktop/audio_classification/animal_sounds/cat/bc065a17_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ea9f8e11_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b25b6065_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/902258bb_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7c2a3fa4_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0e17f595_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d98f6043_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7f17667c_nohash_3.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/09ddc105_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a9b574b3_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2039b9c1_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/af130f12_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d9b50b8b_nohash_3.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2ad772d6_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f852895b_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3efa7ec4_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a2fefcb4_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/da5dadb9_nohash_0.wav',1,13375
'/Users/local/Desktop/audio_classification/animal_sounds/bird/151bfb79_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b3849d6e_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/763188c4_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/de6eb27c_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31d31fa0_nohash_2.wav',1,13654
'/Users/local/Desktop/audio_classification/animal_sounds/bird/dd086776_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6ef76186_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/69f609ec_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9b402bc2_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a759efbc_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7bf801d1_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6a1908f8_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2c6446f7_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/638548d5_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d8a5ace5_nohash_1.wav',1,13375
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4c13fe25_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d6b155a5_nohash_0.wav',1,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f550b7dc_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/748cb308_nohash_0.wav',1,13375
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dd6c6806_nohash_0.wav',1,12971
'/Users/local/Desktop/audio_classification/animal_sounds/dog/70a00e98_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/876c84d6_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0ff728b5_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/aff582a1_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/de4f7798_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/876c84d6_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b2fbe484_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4d9e07cf_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3efef882_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5be23def_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/187af8be_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/44260689_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a74f3917_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/72d75d96_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/541e4079_nohash_1.wav',2,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d952a17e_nohash_1.wav',0,15702
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5f47fdf9_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4254621e_nohash_1.wav',2,8875
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ba59cab3_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/df280250_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6982fc2a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a50a98d2_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/56eb74ae_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d1453a87_nohash_0.wav',1,15604
'/Users/local/Desktop/audio_classification/animal_sounds/dog/605ed0ff_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e9b61425_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9637f43f_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/34805883_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6d1dcca6_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/37dca74f_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f264e0df_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/8a0457c9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/fe5c4a7a_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c578beb0_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/37b03ab1_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/964e8cfd_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/da5dadb9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/826268f8_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/da7689f1_nohash_0.wav',2,14118
'/Users/local/Desktop/audio_classification/animal_sounds/cat/fb2f3242_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f2dd248e_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/20174140_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e2286c18_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1d1fe0a0_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cd68e997_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2fa39636_nohash_0.wav',2,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/66cff190_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/fe1916ba_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6b7d5101_nohash_0.wav',0,15019
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c9b653a0_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/_background_noise_/pink_noise.wav',3,960000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a243fcc2_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/69953f48_nohash_0.wav',2,13375
'/Users/local/Desktop/audio_classification/animal_sounds/cat/62ef962d_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/fc28c8d8_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/890e4ee2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1c45ceb2_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/37d38e44_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b00dff7e_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/24694eb6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ce9410da_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d2eae23d_nohash_0.wav',2,11606
'/Users/local/Desktop/audio_classification/animal_sounds/cat/37d38e44_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/34881b10_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/_background_noise_/white_noise.wav',3,960000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31e686d2_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7ca023e2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/093f65a1_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e20be42a_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3a70ab7f_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/66276b0e_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/67fcdb05_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/471a0925_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7192fddc_nohash_1.wav',0,15702
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7096522d_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ef2578c0_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3d9200b9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31d68957_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/97f493b9_nohash_0.wav',2,13654
'/Users/local/Desktop/audio_classification/animal_sounds/dog/815f0f03_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3e2ba5f7_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/563aa4e6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0e5193e6_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/09ddc105_nohash_1.wav',1,13654
'/Users/local/Desktop/audio_classification/animal_sounds/cat/83c9e7e6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/743edf9d_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/264f471d_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/30f31e42_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1746d7b6_nohash_1.wav',0,11889
'/Users/local/Desktop/audio_classification/animal_sounds/bird/dc269564_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4f256313_nohash_0.wav',2,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/aff582a1_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4b25f620_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e14d3db8_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ed0720f1_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a583c5b0_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6a014b29_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3ed3e49a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/763188c4_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e91d173e_nohash_0.wav',2,13375
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b00c4c53_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e900b652_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b4604db4_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6414258b_nohash_2.wav',1,15019
'/Users/local/Desktop/audio_classification/animal_sounds/cat/82305c3a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b26343e9_nohash_0.wav',1,15702
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d0426d63_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/25c14394_nohash_1.wav',1,15702
'/Users/local/Desktop/audio_classification/animal_sounds/bird/493392c6_nohash_1.wav',2,13654
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f7879738_nohash_0.wav',2,14336
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4254621e_nohash_0.wav',1,12288
'/Users/local/Desktop/audio_classification/animal_sounds/dog/49af4432_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a7545b9f_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e2008f39_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4a0e2c16_nohash_1.wav',1,10240
'/Users/local/Desktop/audio_classification/animal_sounds/bird/102192fd_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/653a48f5_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/0c2ca723_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/070b49af_nohash_1.wav',0,16000
