file_path,label
'/Users/local/Desktop/audio_classification/animal_sounds/bird/0f7dc557_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/51f4d5b0_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f5496439_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ba770f9b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/da1d320c_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/571c044e_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/93f30cc4_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/172dc2b0_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e2362167_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3402e488_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ad63d93c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a518d1cf_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5d0ab165_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/eb67fcbc_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/05739450_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5efb758c_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d0426d63_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/87728a88_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0ac15fe9_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3143fdff_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/16db1582_nohash_3.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/8012c69d_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bd11c654_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ed3c2d05_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6f342826_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5a3712c9_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ce9410da_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2ad772d6_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c33682f0_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/530306f5_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7846fd85_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5236848b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/13199b79_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/db7c95b0_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/bca56796_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a1a59b72_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3fb8c268_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6f342826_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9f869f70_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e649aa92_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/71bf8f48_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3dfd6c23_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/31d31fa0_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5ab63b0a_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/937b433e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c120e80e_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/964e8cfd_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9799379a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3d6bee47_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/21307344_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f9ebdba0_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1365dd89_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1a6eca98_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/42beb5eb_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/65f2531f_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/721f767c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9e42ae25_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f19c1390_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bf4af1af_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b43de700_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c6ee87a7_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a583c5b0_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e71b4ce6_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c24d96eb_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e2286c18_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/11099149_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6f9088d7_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/50033893_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b959cd0c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/625fd898_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7fc74fbe_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/91cdef62_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/11321027_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/09ddc105_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2dcb6848_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/daf230ac_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/569455ff_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9a8d8d34_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1625acd8_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3eb8764c_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e0a7c5a0_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0474c92a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2c6446f7_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/364f979f_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1b88bf70_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/44bc77f7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6f689791_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3e549219_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/824e8ce5_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/fa7895de_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/981e2a16_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/370844f7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/91223b83_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/fbf3dd31_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1993db46_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/824e8ce5_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/823353e5_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/520e8c0e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/71f6fed7_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bfaf2000_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/026290a7_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d7a58714_nohash_3.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9385508d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/988e2f9a_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/151bfb79_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a5d485dc_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/39ec87ac_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/92e17cc4_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c120e80e_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/adb45ef2_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7bae88ed_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4abb2400_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/36050ef3_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/686d030b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/69086eb0_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d933bf5e_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6c429c7b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/afe0b87d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d8c52371_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b5aacf2c_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a8e25ebb_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0d53e045_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3a789a0d_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/772db621_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/16db1582_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/03c96658_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7dc50b88_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/dea820ce_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3777c08e_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1995cf9e_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/833a0279_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/27c30960_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/161fcca8_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d103dd6e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3ec05c3d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c137814b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5ab63b0a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/af130f12_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e5e54cee_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2250f5f2_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2aa787cf_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6021f08b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/152491bc_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f44f440f_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/591d32f3_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f297e878_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/24694eb6_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c1d39ce8_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/89f680f3_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/bfaf2000_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/bdee441c_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2d3c8dcb_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f5e5e8b0_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/eefd26f3_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/bd061bef_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8549f25d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8fe52b97_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/72be9202_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/69953f48_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ee07dcb9_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4f781a59_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/96c67073_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/53458368_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3777c08e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e5e54cee_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/71bf8f48_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/15b0c947_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7211390b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/66aa0f29_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c4cfbe43_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ccf418a5_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c5c60d8d_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/92b2bf59_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f264e0df_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7799c9cd_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5ff3f9a1_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/19b05529_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/cab100c9_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6c9223bd_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/fac74f6a_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/cdfbbe75_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c25a032b_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dabd70c2_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/88120683_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/587f3271_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/8601f33b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6b889021_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/798f702a_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a243fcc2_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d7559b2d_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9f869f70_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b15fc37d_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7c75a504_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/62641b88_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b433332a_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/10627519_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0ac15fe9_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6adb8ad9_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/73cccfaf_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e7117d00_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b55a09be_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1993db46_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/de08912f_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5744b6a7_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/59c3a7f2_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/099d52ad_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7e556a2c_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d8c52371_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1ecfb537_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e7d0eb3f_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/84999496_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ca58a8c6_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/70a00e98_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/fda46b78_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/520b2c17_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f8f60f59_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6cb6eee7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d0ce2418_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/02e85b60_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2510c044_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e54a0f16_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/afe0b87d_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/173e6bbf_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/86fa2dcd_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9d4bab4f_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dc7ec25b_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9190045a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/152491bc_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f1d36c53_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4e8c5516_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a243fcc2_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/92a9c5e6_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/19e246ad_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d952a17e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/14775481_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4a1e736b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b16f2d0d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b16f2d0d_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/eb3f7d82_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e0344f60_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/77655bdf_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cc6ee39b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0c5027de_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/49af4432_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ae82c78c_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ccf418a5_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/11321027_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b5935410_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ea9f8e11_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c93d5e22_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3efa7ec4_nohash_0.wav',1
