,file_path,label
68,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/de41f895_nohash_0.wav',1
69,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ab76ac76_nohash_1.wav',2
70,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/29b81b73_nohash_0.wav',0
71,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1ecfb537_nohash_0.wav',2
72,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/81a345a3_nohash_0.wav',0
73,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/9799379a_nohash_0.wav',0
74,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/13199b79_nohash_0.wav',2
75,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/a8688b67_nohash_0.wav',0
76,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/2250f5f2_nohash_0.wav',2
77,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1eddce1d_nohash_0.wav',2
78,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/0474c92a_nohash_0.wav',0
79,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/ab353673_nohash_1.wav',0
80,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/8012c69d_nohash_0.wav',0
81,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/62ef962d_nohash_2.wav',2
82,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/57376a4c_nohash_0.wav',1
83,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b59fe16d_nohash_0.wav',1
84,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6f1ffef6_nohash_0.wav',1
85,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/a243fcc2_nohash_0.wav',0
86,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/bd2db1a5_nohash_0.wav',1
87,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/db7c95b0_nohash_0.wav',0
88,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e96a5020_nohash_0.wav',1
89,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d486fb84_nohash_0.wav',2
90,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/72d75d96_nohash_1.wav',0
91,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/13199b79_nohash_1.wav',2
92,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ba770f9b_nohash_0.wav',2
93,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/bcdaa7a9_nohash_0.wav',0
94,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1a9afd33_nohash_0.wav',2
95,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/aa62fdad_nohash_1.wav',1
96,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/5fb88f4c_nohash_0.wav',2
97,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/adebe223_nohash_1.wav',0
98,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/97e0c576_nohash_0.wav',1
99,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/afbec28d_nohash_0.wav',1
100,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/b80d6c5e_nohash_0.wav',2
101,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a4baac4e_nohash_0.wav',2
102,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/aa48c94a_nohash_0.wav',1
103,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/ad63d93c_nohash_0.wav',0
104,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/11860c84_nohash_3.wav',1
105,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7d8babdb_nohash_2.wav',0
106,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/db7c95b0_nohash_1.wav',2
107,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/ec74a8a5_nohash_0.wav',0
108,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1746d7b6_nohash_1.wav',2
109,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/62ef962d_nohash_0.wav',1
110,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/39a12648_nohash_0.wav',1
111,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3ffa3457_nohash_1.wav',0
112,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/da1d320c_nohash_0.wav',0
113,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b665723d_nohash_0.wav',0
114,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/88f3719f_nohash_2.wav',2
115,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d8ee4734_nohash_0.wav',1
116,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/02e85b60_nohash_2.wav',2
117,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f42e234b_nohash_1.wav',0
118,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/85834399_nohash_2.wav',0
119,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/7f17667c_nohash_3.wav',1
120,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/171b56dc_nohash_1.wav',1
121,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c38720cb_nohash_0.wav',2
122,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/cb2929ce_nohash_0.wav',2
123,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/638548d5_nohash_0.wav',2
124,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f3d06008_nohash_0.wav',0
125,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7318280c_nohash_0.wav',0
126,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a19452d5_nohash_1.wav',2
127,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/620ff0fa_nohash_0.wav',2
128,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/2dcb6848_nohash_0.wav',2
129,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/1c45ceb2_nohash_0.wav',0
130,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b17f5ba0_nohash_0.wav',0
131,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/b8897f1c_nohash_0.wav',2
132,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9a69672b_nohash_0.wav',2
133,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f852895b_nohash_0.wav',2
134,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3852fca2_nohash_1.wav',1
135,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/bdb90d38_nohash_2.wav',2
136,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f953e1af_nohash_0.wav',1
137,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/fc28c8d8_nohash_0.wav',0
138,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/fce65496_nohash_1.wav',0
139,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/8a28231e_nohash_0.wav',2
140,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/173ae793_nohash_0.wav',0
141,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/1d1fe0a0_nohash_0.wav',1
142,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/96105282_nohash_0.wav',0
143,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2197f41c_nohash_1.wav',1
144,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ed3c2d05_nohash_0.wav',1
145,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/823353e5_nohash_0.wav',2
146,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/88f8a99c_nohash_1.wav',0
147,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/6d0ad764_nohash_1.wav',0
148,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7081436f_nohash_0.wav',0
149,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/36746d7f_nohash_0.wav',0
150,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e41e41f7_nohash_0.wav',1
151,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/5af0ca83_nohash_0.wav',2
152,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/1df483c0_nohash_1.wav',1
153,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f9318c93_nohash_0.wav',2
154,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/ea9f8e11_nohash_1.wav',0
155,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/5628d7b7_nohash_0.wav',0
156,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f2dd248e_nohash_0.wav',0
157,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/333784b7_nohash_0.wav',0
158,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a827e3a1_nohash_0.wav',1
159,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/745a8e32_nohash_0.wav',1
160,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f5733968_nohash_0.wav',0
161,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a4c938ce_nohash_0.wav',2
162,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c692524d_nohash_0.wav',1
163,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3e31dffe_nohash_0.wav',1
164,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/5f47fdf9_nohash_0.wav',1
165,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/30065f33_nohash_0.wav',2
166,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/17cc40ee_nohash_0.wav',0
167,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/1657c9fa_nohash_1.wav',1
168,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/627c0bec_nohash_0.wav',0
169,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/060cd039_nohash_0.wav',0
170,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/651d108f_nohash_0.wav',2
171,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b9515bf3_nohash_0.wav',0
172,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/88120683_nohash_2.wav',0
173,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/93ec8b84_nohash_0.wav',2
174,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/92b0a735_nohash_0.wav',1
175,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7ab5b8f7_nohash_1.wav',0
176,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ea1f888c_nohash_0.wav',1
177,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a996cf66_nohash_1.wav',1
178,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f9ebdba0_nohash_0.wav',2
179,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9d8ac38b_nohash_0.wav',2
180,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d0f7bef5_nohash_0.wav',0
181,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e0315cf6_nohash_0.wav',1
182,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/7799c9cd_nohash_0.wav',2
183,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f33660af_nohash_2.wav',2
184,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/590750e8_nohash_0.wav',0
185,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6166ae21_nohash_0.wav',1
186,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d874a786_nohash_0.wav',0
187,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9e2ce5e3_nohash_1.wav',2
188,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9a3f97f8_nohash_0.wav',2
189,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/86478fab_nohash_0.wav',1
190,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e5afa9b0_nohash_0.wav',1
191,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d8ed3745_nohash_0.wav',0
192,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/c2bc4489_nohash_0.wav',0
193,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/2275edbb_nohash_0.wav',0
194,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/70a00e98_nohash_0.wav',0
195,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/37a3cd33_nohash_0.wav',1
196,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f44f440f_nohash_0.wav',1
197,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fac74f6a_nohash_0.wav',1
198,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c5570933_nohash_0.wav',2
199,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fbf3dd31_nohash_2.wav',1
200,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3411cf4b_nohash_0.wav',0
201,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/653a48f5_nohash_1.wav',2
202,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/20d3f11f_nohash_1.wav',1
203,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e649aa92_nohash_1.wav',1
204,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/2fa39636_nohash_0.wav',0
205,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/88a487ce_nohash_0.wav',2
206,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fbf3dd31_nohash_3.wav',1
207,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3ab9ba07_nohash_0.wav',1
208,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3983ba0d_nohash_0.wav',0
209,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/9bea2ac7_nohash_1.wav',0
210,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ab3f0c1b_nohash_1.wav',2
211,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f8f60f59_nohash_0.wav',1
212,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ab353673_nohash_0.wav',1
213,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c08585c1_nohash_0.wav',2
214,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/5f1b1051_nohash_1.wav',2
215,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/abbfc3b4_nohash_0.wav',2
216,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a1cff772_nohash_0.wav',2
217,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ea9f8e11_nohash_0.wav',1
218,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/587f3271_nohash_1.wav',0
219,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/11a022ba_nohash_0.wav',2
220,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d1214f15_nohash_0.wav',2
221,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/813b82a6_nohash_0.wav',1
222,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1887fe04_nohash_0.wav',2
223,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d107dc42_nohash_1.wav',2
224,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7ab5b8f7_nohash_2.wav',0
225,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7cb5c0b7_nohash_0.wav',0
226,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6c9223bd_nohash_1.wav',1
227,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/215699ff_nohash_0.wav',2
228,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/89865a6f_nohash_1.wav',1
229,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3bc21161_nohash_0.wav',0
230,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f34e6f44_nohash_0.wav',1
231,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1b88bf70_nohash_0.wav',2
232,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b3bdded5_nohash_0.wav',1
233,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c6389ab0_nohash_0.wav',2
234,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f92e49f3_nohash_0.wav',1
235,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/bf8d5617_nohash_0.wav',0
236,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/8eb4a1bf_nohash_0.wav',1
237,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/2b715941_nohash_1.wav',2
238,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/890e4ee2_nohash_0.wav',2
239,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a5609cce_nohash_0.wav',1
240,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1c45ceb2_nohash_2.wav',2
241,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/8442ea62_nohash_1.wav',0
242,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/989a2213_nohash_0.wav',0
243,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c90c0105_nohash_0.wav',1
244,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/095847e4_nohash_0.wav',1
245,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b1426003_nohash_1.wav',1
246,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/3ab9ba07_nohash_0.wav',2
247,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/42c6fff1_nohash_1.wav',0
248,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d933bf5e_nohash_3.wav',1
249,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6736bc64_nohash_0.wav',2
250,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/4b25f620_nohash_0.wav',2
251,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/75915c90_nohash_0.wav',2
252,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1b459024_nohash_0.wav',2
253,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/fb7cfe0e_nohash_2.wav',0
254,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/dc2222d7_nohash_0.wav',1
255,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/52bfbce8_nohash_2.wav',1
256,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/fbe51750_nohash_0.wav',0
257,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/09ddc105_nohash_0.wav',1
258,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/00b01445_nohash_0.wav',2
259,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/4abefdf5_nohash_0.wav',1
260,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6a014b29_nohash_0.wav',2
261,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b7a0754f_nohash_0.wav',1
262,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e649aa92_nohash_0.wav',1
263,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f2a90886_nohash_0.wav',1
264,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7f74626f_nohash_0.wav',0
265,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f88f97a7_nohash_0.wav',0
266,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2197f41c_nohash_0.wav',1
267,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/00f0204f_nohash_0.wav',2
268,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/da7689f1_nohash_1.wav',2
269,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/5be23def_nohash_1.wav',1
270,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/de650823_nohash_1.wav',1
271,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a243fcc2_nohash_0.wav',1
272,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/44bc77f7_nohash_1.wav',2
273,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f839238a_nohash_0.wav',1
274,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/67fcdb05_nohash_0.wav',0
275,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/161fcca8_nohash_1.wav',1
276,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/329eab8a_nohash_0.wav',2
277,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/4c4d2526_nohash_1.wav',1
278,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/24ad3ebe_nohash_0.wav',0
279,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b25b6065_nohash_0.wav',0
280,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/0397ecda_nohash_0.wav',0
281,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/060cd039_nohash_2.wav',1
282,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/8aa35b0c_nohash_0.wav',1
