file_path,label
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f8ad3941_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9ab86dd0_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9d32f10a_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e8c3c5ca_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/73af0c50_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8a1c449e_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e6515415_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/56f8a100_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/86b89661_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/73cccfaf_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cf68fad2_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c1b7c224_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/257251e0_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f7879738_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ab5d7179_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/eb76bc68_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e3e49931_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d5356b9a_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f92e49f3_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4290ca61_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/10627519_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1746d7b6_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/64f83f0e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/919d3c0e_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/918a2473_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7211390b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/48a8a69d_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/924c1a04_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b26343e9_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bca56796_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/815f0f03_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9cde5de8_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3e31dffe_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/87eff300_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0b09edd3_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4f086393_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/03cf93b1_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/937b433e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7106d229_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2f813234_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/66041c69_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/89ed36ab_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/102192fd_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a7545b9f_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/179a61b7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ab5b211a_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1890e5c3_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ac7840d8_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/88120683_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a6d586b7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f104f742_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c6389ab0_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/95ba4996_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/659b7fae_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2c6d3924_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/07ad9b59_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1365dd89_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1657c9fa_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8c7c9168_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b4aa9fef_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ab5ae445_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/01648c51_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d0858dce_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e07dd7d4_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4abefdf5_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4290ca61_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/782c1305_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/73124b26_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0ff728b5_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/553f1a79_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f292725f_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5744b6a7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3903b558_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/24ad3ebe_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/11860c84_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d107dc42_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a331d9cb_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/364c0853_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9a69672b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/df280250_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c0445658_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/12529547_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/caa7feaf_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/99b05bcf_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/0132a06d_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/95299b6c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5fadb538_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d1214f15_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/8281a2a8_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/650daf8e_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7bf801d1_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cee22275_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/439c84f4_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6adb8ad9_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e10e2cbb_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2a0b413e_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4abefdf5_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/fb9d6d23_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c93d5e22_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/eb6dab4a_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e0611c84_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/563aa4e6_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f3957e23_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cf8d91cf_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2e0d80f7_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/51995cea_nohash_3.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/20d779bf_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b1df80c0_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/437455be_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/30a09789_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3d9200b9_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/28ef2a01_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/22aa3665_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2296b1af_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f92e49f3_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4f086393_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31d31fa0_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c5570933_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d4082f3e_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/38c388bc_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c6ee87a7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2250f5f2_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/28ef2a01_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/105e72bb_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3ae5c04f_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7bae88ed_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c948d727_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/caa7feaf_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/573cdb8a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0819edb0_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/de650823_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bdee441c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f2b8fc18_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5a3712c9_nohash_2.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/bfdb9801_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/92b0a735_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f428ca69_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2c6446f7_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f47d644e_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6794a793_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/129c7d8d_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7ea032f3_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4a1e736b_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/65040d9b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1995cf9e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9bea2ac7_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e99d36c8_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/57376a4c_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/19785c4e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/19f9c115_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/cf8d91cf_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b93528e3_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ab81c9c8_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/0b40aa8e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/834f03fe_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ccf418a5_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9ff2d2f4_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/da5dadb9_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/62605293_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4f781a59_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ed0720f1_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2fa39636_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7ab5b8f7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c392e01d_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/27b03931_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cc2f1a85_nohash_3.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/81a345a3_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f264e0df_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/0f7dc557_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/abbfc3b4_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/712e4d58_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5f8e50a0_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/82305c3a_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7192fddc_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2510c044_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cc2f1a85_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d107dc42_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/65d14087_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b1f8326d_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1942abd7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ee483d85_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5d0ab165_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/afbec28d_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dbb7723a_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/637c702a_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/86fa2dcd_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/748cb308_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3df9a3d4_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/172dc2b0_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6f9088d7_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/418e7158_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c2df23b2_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/012c8314_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d7d733d2_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/eb3d8eb1_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0132a06d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0ab3b47d_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4954abe8_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5744b6a7_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6d0ad764_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9acd0254_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/99081f4d_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ab3f0c1b_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/cb802c63_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7061c7d1_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ae71797c_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/16db1582_nohash_4.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6a2fb9a5_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c1d39ce8_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/38c30a4a_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6f342826_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/283d7a53_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2589f361_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f5733968_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4634529e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a5d485dc_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5744b6a7_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9a69672b_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a60a09cf_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f1b35ace_nohash_2.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f9273a21_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ba59cab3_nohash_0.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/bird/56eab10e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1a4259c3_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/edc53350_nohash_2.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6f7724f5_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/815f0f03_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/55d3725a_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1746d7b6_nohash_1.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3bc21161_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1746d7b6_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9f63152b_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bc065a17_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ed0720f1_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/cat/76b58705_nohash_1.wav',1
'/Users/local/Desktop/audio_classification/animal_sounds/dog/88053e92_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c5570933_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7014b07e_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/65d844fc_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5aac2efa_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7d5f87c8_nohash_1.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3824c00e_nohash_0.wav',2
'/Users/local/Desktop/audio_classification/animal_sounds/dog/59fe87e6_nohash_0.wav',0
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1887fe04_nohash_1.wav',2
